Region,Province,Municipality,District,Barangay
Region VIII,WESTERN SAMAR,DARAM,Daram I,VALLES-BELLO
Region VIII,WESTERN SAMAR,DARAM,Daram I,YANGTA
Region VIII,WESTERN SAMAR,DARAM,Daram I,ASTORGA
Region VIII,WESTERN SAMAR,DARAM,Daram II,BACHAO
Region VIII,WESTERN SAMAR,DARAM,Daram II,BURGOS
Region VIII,WESTERN SAMAR,DARAM,Daram II,CABIL-ISAN
Region VIII,WESTERN SAMAR,DARAM,Daram II,CABITON-AN
Region VIII,WESTERN SAMAR,DARAM,Daram II,CASAB-AHAN
Region VIII,WESTERN SAMAR,DARAM,Daram II,CALAWAN-AN
Region VIII,WESTERN SAMAR,DARAM,Daram II,CANDUGUE
Region VIII,WESTERN SAMAR,DARAM,Daram II,CANLOLOY
Region VIII,WESTERN SAMAR,DARAM,Daram II,BIRAWAN
Region VIII,WESTERN SAMAR,DARAM,Daram II,GUINDAPUNAN
Region VIII,WESTERN SAMAR,DARAM,Daram II,IQUIRAN
Region VIII,WESTERN SAMAR,DARAM,Daram II,JACOPON
Region VIII,WESTERN SAMAR,DARAM,Daram II,LUCOB-LUCOB
Region VIII,WESTERN SAMAR,DARAM,Daram II,LOSA
Region VIII,WESTERN SAMAR,DARAM,Daram II,MABINI
Region VIII,WESTERN SAMAR,DARAM,Daram II,MANDOYUCAN
Region VIII,WESTERN SAMAR,DARAM,Daram II,MONGOLBONGOL
Region VIII,WESTERN SAMAR,DARAM,Daram II,NIPA
Region VIII,WESTERN SAMAR,DARAM,Daram II,SAN JOSE
Region VIII,WESTERN SAMAR,DARAM,Daram II,SAN MIGUEL
Region VIII,WESTERN SAMAR,DARAM,Daram II,SAUGAN
Region VIII,WESTERN SAMAR,DARAM,Daram II,SUA
Region VIII,WESTERN SAMAR,DARAM,Daram II,TUGAS
Region VIII,WESTERN SAMAR,DARAM,Daram II,SUGOD
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,BALOCAWE
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,BESLIG
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,BUNYAGAN
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,CAPARANGASAN
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,CARMONA
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,CASAB-AHAN
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,CAUGBUSAN
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,CONCEPCION
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,ELCANO
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,DUMALO-ONG (POB.)
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,GIABOC
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,HINAYAGAN
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,JASMINEZ
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,LUNGIB
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,MACUGO
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,NACUBE
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,NALIHUGAN
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,NAPALISAN
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,NATIMONAN
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,PALANAS
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,PUROG
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,RAWIS
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,SAMOYAO
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,SAN ANTONIO
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,SAN FRANCISCO
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,SAN ISIDRO (DAO)
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,SIDMON
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,TAGNAO
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,TAMBONGAN
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,ARONG
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,BURABOD I (POB.)
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,ADELA HEIGHTS (POB.)
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,NGOSO
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,SANTA ELENA
Region VIII,WESTERN SAMAR,GANDARA,Gandara I,BUAO
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,BANGAHON
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,CALIROCAN
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,CANHUMAWID
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,CASANDIG
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,CATORSE DE AGOSTO
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,DIAZ
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,DUMALO-ONG (POB.)
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,GERALI
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,HINUGACAN
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,MABUHAY
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,MARCOS
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,PALAMBRAG
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,PIZARRO
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,POLOGON
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,RIZAL
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,SAN AGUSTIN
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,SAN JOSE
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,SAN MIGUEL
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,SAN PELAYO
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,TAWIRAN
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,BALOCAWE
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,GEREGANAN
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,PIÃ‘APLATA
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,SANTO NINO
Region VIII,WESTERN SAMAR,GANDARA,Gandara II - Matuguinao,HAMPTON
Region VIII,WESTERN SAMAR,MATUGUINAO,Gandara II - Matuguinao,BARRUZ (BARANGAY NO. 1)
Region VIII,WESTERN SAMAR,MATUGUINAO,Gandara II - Matuguinao,DEIT
Region VIII,WESTERN SAMAR,MATUGUINAO,Gandara II - Matuguinao,MAHANUD
Region VIII,WESTERN SAMAR,MATUGUINAO,Gandara II - Matuguinao,MABULIGON POB. (BARANGAY NO. 2)
Region VIII,WESTERN SAMAR,MATUGUINAO,Gandara II - Matuguinao,NAGPAPACAO
Region VIII,WESTERN SAMAR,MATUGUINAO,Gandara II - Matuguinao,SAN ISIDRO
Region VIII,WESTERN SAMAR,MATUGUINAO,Gandara II - Matuguinao,SANTA CRUZ
Region VIII,WESTERN SAMAR,MATUGUINAO,Gandara II - Matuguinao,BAG-OTAN
Region VIII,WESTERN SAMAR,MATUGUINAO,Gandara II - Matuguinao,CAMONOAN
Region VIII,WESTERN SAMAR,MATUGUINAO,Gandara II - Matuguinao,DEL ROSARIO
Region VIII,WESTERN SAMAR,MATUGUINAO,Gandara II - Matuguinao,LIBERTAD
Region VIII,WESTERN SAMAR,MATUGUINAO,Gandara II - Matuguinao,RIZAL
Region VIII,WESTERN SAMAR,MATUGUINAO,Gandara II - Matuguinao,INUBOD
Region VIII,WESTERN SAMAR,MATUGUINAO,Gandara II - Matuguinao,ANGYAP
Region VIII,WESTERN SAMAR,MATUGUINAO,Gandara II - Matuguinao,SALVACION
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,BAGACAY
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,BINOBUCALAN
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,BUCALAN
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,CABALAGNAN
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,CABANG
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,CANANO
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,CONSOLABAO
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,DALOSDOSON
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,FATIMA
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,POBLACION 1 (BARANGAY 1)
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,LIM-AO
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,MUGDO
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,OSMEÃ‘A
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,TABAY
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,YABON
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,MALIHAO
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,RAWIS
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,CONCORD
Region VIII,WESTERN SAMAR,HINABANGAN,Hinabangan,SAN RAFAEL
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,BAWANG
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,BUGHO
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,CAMAROBO-AN
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,CANDAYAO
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,CANTONGTONG
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,CASAPA
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,CATALINA
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,CRISTINA
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,DOGONGAN
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,GARCIA
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,JIA-AN
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,BARANGAY NO.  1 (POB.)
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,JIDANAO
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,LULUGAYAN
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,MACABETAS
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,MALINO
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,MALOBAGO (VILLALINDA)
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,MERCEDES
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,NAGBAC
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,PARINA
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,SALVACION
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,SAN ANDRES
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,SAN FERNANDO
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,SAN MIGUEL
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,TAGBAYAON
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,VICTORY
Region VIII,WESTERN SAMAR,JIABONG,Jiabong,HINAGA
Region VIII,WESTERN SAMAR,MARABUT,Marabut,AMAMBUCALE
Region VIII,WESTERN SAMAR,MARABUT,Marabut,CANYOYO
Region VIII,WESTERN SAMAR,MARABUT,Marabut,FERRERAS
Region VIII,WESTERN SAMAR,MARABUT,Marabut,CALUWAYAN
Region VIII,WESTERN SAMAR,MARABUT,Marabut,LEGASPI
Region VIII,WESTERN SAMAR,MARABUT,Marabut,LOGERO
Region VIII,WESTERN SAMAR,MARABUT,Marabut,AMANTILLO
Region VIII,WESTERN SAMAR,MARABUT,Marabut,OSMEÃ‘A
Region VIII,WESTERN SAMAR,MARABUT,Marabut,PINALANGA
Region VIII,WESTERN SAMAR,MARABUT,Marabut,PINAMITINAN (POB.)
Region VIII,WESTERN SAMAR,MARABUT,Marabut,SAN ROQUE
Region VIII,WESTERN SAMAR,MARABUT,Marabut,TAGALAG
Region VIII,WESTERN SAMAR,MARABUT,Marabut,MABUHAY
Region VIII,WESTERN SAMAR,MARABUT,Marabut,MALOBAGO
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,ANGYAP
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,BARAYONG
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,BAYOG
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,BERI
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,BONGA
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,CALANTAWAN
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,CALAPI
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,CALUYAHAN
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,CANATUAN
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,CANDOMACOL
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,CANVAIS
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,CAPAYSAGAN
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,CAULAYANAN
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,HINICA-AN
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,INALAD
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,MALOBAGO
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,MALONOY
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,MARARANGSI
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,MAYPANGE
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,POBLACION I
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,NEW MINAROG
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,OYANDIC
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,PAMAMASAN
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,PUSONGAN
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,SAN ANDRES
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,SARAO
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,SANTO NINO
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,POBLACION I-A
Region VIII,WESTERN SAMAR,MOTIONG,Motiong,CARANAS
Region VIII,WESTERN SAMAR,PAGSANGHAN,Pagsanghan,BANGON
Region VIII,WESTERN SAMAR,PAGSANGHAN,Pagsanghan,CALANYUGAN
Region VIII,WESTERN SAMAR,PAGSANGHAN,Pagsanghan,CALOLOMA
Region VIII,WESTERN SAMAR,PAGSANGHAN,Pagsanghan,CAMBAYE
Region VIII,WESTERN SAMAR,PAGSANGHAN,Pagsanghan,SANTO NINO
Region VIII,WESTERN SAMAR,PAGSANGHAN,Pagsanghan,PAÃ‘GE
Region VIII,WESTERN SAMAR,PAGSANGHAN,Pagsanghan,SAN LUIS
Region VIII,WESTERN SAMAR,PAGSANGHAN,Pagsanghan,CANLAPWAS (POB.)
Region VIII,WESTERN SAMAR,PAGSANGHAN,Pagsanghan,VILLAHERMOSA OCCIDENTAL
Region VIII,WESTERN SAMAR,PAGSANGHAN,Pagsanghan,BUENOS AIRES
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,BANGON
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,BOTOC
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,BUGHO
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,CALAMPONG
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,CANLOBO
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,CATIGAWAN
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,DOLORES
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,LALE
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,LAWAAN
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,LAYGAYON
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,LAYO
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,LOCTOB
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,MAMBOG
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,MANAING
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,NABONG
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,OBAYAN
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,PAHUG
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,PARASANON
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,PELAON
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,BARANGAY I (POB.)
Region VIII,WESTERN SAMAR,PINABACDAO,Pinabacdao,SAN ISIDRO
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,AURORA
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,BUENAVISTA I
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,BULAO
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,BUNGLIW
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,CAG-OLO-OLO
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,COGTOTO-OG
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,CALUNDAN
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,CANTAGUIC
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,ERENAS
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,HERNANDEZ
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,HIMAY
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,LA PAZ
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,LIBERTAD
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,LINCORO
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,MABUHAY
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,MOBO-OB
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,PUHAGAN
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,QUEZON
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,RANERA
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,SAN ISIDRO
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,MANCOL (POB.)
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,SAPINIT
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,SINIT-AN
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,TOMOGBONG
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,CABUGAO
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,MOMBON
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,RAWIS
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,JANIPON
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,SAN JUAN
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,BUENAVISTA II
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,SAN JORGE II (POB.)
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,BLANCA AURORA
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,ROSALIM
Region VIII,WESTERN SAMAR,SAN JORGE,San Jorge,MATALUD
Region VIII,WESTERN SAMAR,SAN SEBASTIAN,San Sebastian,BALOGO
Region VIII,WESTERN SAMAR,SAN SEBASTIAN,San Sebastian,BONTOD
Region VIII,WESTERN SAMAR,SAN SEBASTIAN,San Sebastian,CABAYWA
Region VIII,WESTERN SAMAR,SAN SEBASTIAN,San Sebastian,CAMANHAGAY
Region VIII,WESTERN SAMAR,SAN SEBASTIAN,San Sebastian,CAMPIYAK
Region VIII,WESTERN SAMAR,SAN SEBASTIAN,San Sebastian,CANDUYUCAN
Region VIII,WESTERN SAMAR,SAN SEBASTIAN,San Sebastian,DOLORES
Region VIII,WESTERN SAMAR,SAN SEBASTIAN,San Sebastian,HITA-ASAN I
Region VIII,WESTERN SAMAR,SAN SEBASTIAN,San Sebastian,POBLACION BARANGAY  1
Region VIII,WESTERN SAMAR,SAN SEBASTIAN,San Sebastian,INOBONGAN
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,ARAPISON
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,BAHAY
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,BURABOD
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,CAGSUMJI
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,CAN-IPULAN
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,CINCO
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,GAJO
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,LAMBAO
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,MABUHAY
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,MAHAYAG
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,MATAYONAS
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,PANARUAN
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,SALVACION
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,SOLSOGON
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,CAUTOD (POB.)
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,SUNDARA
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,HINDANG
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita I,MONBON (POB.)
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita II,AGRUPACION
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita II,AVELINO
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita II,BALUD
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita II,BANA-AO
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita II,CAMPERITO
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita II,CANMOROS
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita II,CURRY
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita II,ILO
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita II,INORAGUIAO
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita II,NABULO
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita II,PALALE
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita II,PANABATAN
Region VIII,WESTERN SAMAR,SANTA MARGARITA,Sta. Margarita II,NAPURO
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita I,ALEGRIA
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita I,ANIBONGAN
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita I,ASLUM
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita I,CABUNGA-AN
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita I,GUMAMELA POB. (ZONE III)
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita I,CAMAYSE
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita I,CANSADONG
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita I,ROSAL POB. (ZONE IV)
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita I,GUINBALOT-AN
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita I,HINANGUDTAN
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita I,SALVACION
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita I,SANTAN POB. (ZONE V)
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita I,TAGACAY
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita I,SAN ROQUE
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita I,IGANG-IGANG
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,BAGOLIBAS
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,BINANALAN
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,DAMPIGAN
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,CABACUNGAN
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,CATICUGAN
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,LA PAZ
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,OLD MANUNCA
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,LUPIG
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,MAGSAYSAY
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,MALIGAYA
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,NEW MANUNCA
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,PAGSULHOGON
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,SAN EDUARDO
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,SAN ISIDRO
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,SAN JUAN
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,SAN PASCUAL (CROSSING)
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,SAN PEDRO
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,SANTA ELENA
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,TOMINAMOS
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,TULAY
Region VIII,WESTERN SAMAR,SANTA RITA,Sta. Rita II,UNION
Region VIII,WESTERN SAMAR,SANTO NIÑO,Sto. Nino,BALATGUTI
Region VIII,WESTERN SAMAR,SANTO NIÑO,Sto. Nino,BARAS
Region VIII,WESTERN SAMAR,SANTO NIÑO,Sto. Nino,BUENAVISTA
Region VIII,WESTERN SAMAR,SANTO NIÑO,Sto. Nino,COROCAWAYAN
Region VIII,WESTERN SAMAR,SANTO NIÑO,Sto. Nino,ILIJAN
Region VIII,WESTERN SAMAR,SANTO NIÑO,Sto. Nino,LOBELOBE
Region VIII,WESTERN SAMAR,SANTO NIÑO,Sto. Nino,PINANANGNAN
Region VIII,WESTERN SAMAR,SANTO NIÑO,Sto. Nino,ILO (POB.)
Region VIII,WESTERN SAMAR,SANTO NIÑO,Sto. Nino,TAKUT
Region VIII,WESTERN SAMAR,SANTO NIÑO,Sto. Nino,VILLAHERMOSA
Region VIII,WESTERN SAMAR,SANTO NIÑO,Sto. Nino,BASUD (POB.)
Region VIII,WESTERN SAMAR,SANTO NIÑO,Sto. Nino,SEVILLA
Region VIII,WESTERN SAMAR,SANTO NIÑO,Sto. Nino,CABUNGA-AN
