Region,Division,District,BEIS School ID,School Name,Street Address,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,G7 Male,G8 Male,G9 Male,G10 Male,G7 Female,G8 Female,G9 Female,G10 Female,JHS NG Male,JHS NG Female,Total Non-Graded Enrollment,Total Male Enrollment,Total Female Enrollment,Total Enrollment
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,312703,Gun-ob High School,"A. Tumulak St.Gun-ob, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,GUN-OB,Public,DepED Managed,Annex or Extension school(s),Purely JHS,115,137,125,131,99,129,120,142,0,0,0,508,490,998
Region VII,Lapu-Lapu City,Lapu-Lapu City South District,312704,Sudtonggan Night High School,"Sudtonggan, Lapu-lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,BASAK,Public,DepED Managed,Annex or Extension school(s),Purely JHS,62,77,105,111,55,54,85,79,0,0,0,355,273,628
Region VII,Lapu-Lapu City,Lapu-Lapu City West District,303173,Poblacion Night High School,"P. Rodriguez St. Poblacion, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,POBLACION,Public,DepED Managed,Annex or Extension school(s),Purely JHS,10,18,17,24,6,13,10,20,0,0,0,69,49,118
Region VII,Lapu-Lapu City,Lapu-Lapu City West District,312701,Babag Night High School,"Babag 1, Lapu-Lapu City",CEBU,LAPU-LAPU CITY (OPON),6th District,BABAG,Public,DepED Managed,Annex or Extension school(s),Purely JHS,0,11,11,16,0,11,17,14,0,0,0,38,42,80
Region VII,Mandaue City,Mandaue City Central District,306196,Basak National High School,"Basak. Mandaue City, Cebu",CEBU,MANDAUE CITY,1st District,BASAK,Public,DepED Managed,School with no Annexes,Purely JHS,68,0,0,0,67,0,0,0,0,0,0,68,67,135
Region VII,Mandaue City,Mandaue City Central District,306197,Cubacub National High School,"Cubacub, Mandaue City, Cebu",CEBU,MANDAUE CITY,1st District,CUBACUB,Public,DepED Managed,School with no Annexes,Purely JHS,52,0,0,0,58,0,0,0,0,0,0,52,58,110
Region VII,Mandaue City,Mandaue City Central District,306198,Tawason National High School,"Tawason, Mandaue City, Cebu",CEBU,MANDAUE CITY,1st District,TAWASON,Public,DepED Managed,School with no Annexes,Purely JHS,36,0,0,0,26,0,0,0,0,0,0,36,26,62
Region VII,Mandaue City,Mandaue City South District,303204,Tipolo NHS,"C.D. SENO ST.,",CEBU,MANDAUE CITY,6th District,TIPOLO,Public,DepED Managed,School with no Annexes,Purely JHS,86,99,101,115,78,80,116,118,0,0,0,401,392,793
Region VII,Mandaue City,Mandaue City South District,312811,Banilad NHS (Cabancalan NHS Ext.),A.S. Fortuna St.,CEBU,MANDAUE CITY,6th District,BANILAD,Public,DepED Managed,Annex or Extension school(s),Purely JHS,60,69,68,83,45,69,64,54,0,0,0,280,232,512
Region VII,Mandaue City,Mandaue City West District,303196,Pagsabungan NHS,Sector 6,CEBU,MANDAUE CITY,6th District,PAGSABUNGAN,Public,DepED Managed,Annex or Extension school(s),Purely JHS,94,134,126,140,95,123,139,137,0,0,0,494,494,988
Region VII,Mandaue City,Mandaue City West District,312801,Canduman NHS - Tabok NHS,"P. SUICO ST., TABOK, MANDAUE CITY",CEBU,MANDAUE CITY,6th District,TABOK,Public,DepED Managed,Annex or Extension school(s),Purely JHS,123,129,123,137,89,104,117,122,0,0,0,512,432,944
Region VII,Mandaue City,Mandaue City West District,312808,Casili National High School,"CASILI, MANDAUE CITY",CEBU,MANDAUE CITY,6th District,CASILI,Public,DepED Managed,Annex or Extension school(s),Purely JHS,51,62,55,59,51,40,40,55,0,0,0,227,186,413
Region VII,Negros Oriental,Ayungon,404590,Negros Academy,Enardecido Street,NEGROS ORIENTAL,AYUNGON,1st District,TAMPOCON  II,Private,Non-Sectarian ,School with no Annexes,Purely JHS,92,61,80,76,87,73,85,75,0,0,0,309,320,629
Region VII,Negros Oriental,Bindoy,306250,Malaga High School,"Brgy. Malaga, Bindoy, Negros Oriental",NEGROS ORIENTAL,BINDOY (PAYABON),1st District,MALAGA,Public,DepED Managed,School with no Annexes,Purely JHS,40,29,24,28,30,35,36,32,0,0,0,121,133,254
Region VII,Negros Oriental,Mabinay I,305592,Dr. Ernesto A. Uy Sr. National High School,"Lumbangan, Mabinay",NEGROS ORIENTAL,MABINAY,2nd District,LUMBANGAN,Public,DepED Managed,School with no Annexes,Purely JHS,22,26,30,18,12,26,23,23,0,0,0,96,84,180
Region VII,Negros Oriental,Sta. Catalina North,404606,Sta. Catalina Academy,National Highway,NEGROS ORIENTAL,SANTA CATALINA,3rd District,POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely JHS,11,10,9,10,11,7,11,11,0,0,0,40,40,80
Region VII,Negros Oriental,Tayasan,305594,Matauta Community High School,"Barangay Matauta, Tayasan",NEGROS ORIENTAL,TAYASAN,1st District,MATAUTA,Public,DepED Managed,School with no Annexes,Purely JHS,16,10,15,8,11,8,14,4,0,0,0,49,37,86
Region VII,Negros Oriental,Tayasan,305760,Tambulan Community High School,"Tambulan, Tayasan",NEGROS ORIENTAL,TAYASAN,1st District,TAMBULAN,Public,DepED Managed,School with no Annexes,Purely JHS,20,35,22,15,42,18,24,22,0,0,0,92,106,198
Region VII,Negros Oriental,Valencia,303262,Pulangbato National High School,Pulangbato,NEGROS ORIENTAL,VALENCIA (LUZURRIAGA),3rd District,PULANGBATO,Public,DepED Managed,School with no Annexes,Purely JHS,34,54,36,45,28,47,32,49,0,0,0,169,156,325
Region VII,Negros Oriental,Zamboanguita,305716,Kaladias High School,"Sitio Kaladias Brgy Najandig, Zamboanguita",NEGROS ORIENTAL,ZAMBOANGUITA,1st District,NAJANDIG,Public,DepED Managed,School with no Annexes,Purely JHS,13,10,9,3,19,8,13,9,0,0,0,35,49,84
Region VII,Bayawan City,Bayawan East,306171,Bayawan City School for the Arts,"Brgy. Villareal, Bayawan City",NEGROS ORIENTAL,CITY OF BAYAWAN (TULONG),1st District,VILLAREAL,Public,DepED Managed,School with no Annexes,Purely JHS,14,0,0,0,21,0,0,0,0,0,0,14,21,35
Region VII,Bayawan City,Bayawan East,306274,Minaba Rural Farm School,"Brgy. Minaba, Bayawan City",NEGROS ORIENTAL,CITY OF BAYAWAN (TULONG),1st District,MINABA,Public,DepED Managed,School with no Annexes,Purely JHS,21,0,0,0,13,0,0,0,0,0,0,21,13,34
Region VII,Bayawan City,Bayawan East,306276,Kalumboyan Rural Farm School,"Brgy. Kalumboyan, Batawan City",NEGROS ORIENTAL,CITY OF BAYAWAN (TULONG),1st District,KALUMBOYAN,Public,DepED Managed,School with no Annexes,Purely JHS,35,0,0,0,44,0,0,0,0,0,0,35,44,79
Region VII,Bayawan City,Basay,306275,Banaybanay Rural Farm School,"Brgy. Banaybanay, Bayawan City",NEGROS ORIENTAL,CITY OF BAYAWAN (TULONG),1st District,BANAYBANAY,Public,DepED Managed,School with no Annexes,Purely JHS,14,0,0,0,9,0,0,0,0,0,0,14,9,23
Region VII,Bayawan City,Basay,306285,Cabatuanan National High School,"Cabatuanan, Basay, Bayawan City",NEGROS ORIENTAL,BASAY,3rd District,CABATUANAN,Public,DepED Managed,School with no Annexes,Purely JHS,13,9,14,15,13,12,10,12,0,0,0,51,47,98
Region VII,Danao City,Danao City East,305917,Malapoc National High School,"Malapoc, Danao City",CEBU,DANAO CITY,1st District,MALAPOC,Public,DepED Managed,School with no Annexes,Purely JHS,17,16,12,19,15,9,11,11,0,0,0,64,46,110
Region VII,Danao City,Danao City North,302957,Beatriz D. Durano MNHS,"P. G. Almendras St., Suba, Danao City",CEBU,DANAO CITY,5th District,SUBA,Public,DepED Managed,School with no Annexes,Purely JHS,91,97,121,122,82,94,126,144,0,0,0,431,446,877
Region VII,Danao City,Danao City North,322002,Guinsay National High School,"Guinsay, Danao City",CEBU,DANAO CITY,5th District,GUINSAY,Public,DepED Managed,School with no Annexes,Purely JHS,122,140,151,146,101,151,166,151,0,0,0,559,569,1128
Region VII,Danao City,Danao City North,322006,Santican National High School,"Santican, Danao City",CEBU,DANAO CITY,5th District,SANTICAN,Public,DepED Managed,School with no Annexes,Purely JHS,21,19,10,19,15,25,14,28,0,0,0,69,82,151
Region VII,Danao City,Danao City North,491515,SACDSI - Technical Vocational Institute incorporated,"Guinsay, Danao City",CEBU,DANAO CITY,5th District,GUINSAY,Private,Non-Sectarian ,School with no Annexes,Purely JHS,2,6,1,6,1,8,4,5,0,0,0,15,18,33
Region VII,Danao City,Danao City South,322004,Sabang NHS,"Sabang, Danao City",CEBU,DANAO CITY,5th District,SABANG,Public,DepED Managed,School with no Annexes,Purely JHS,84,82,121,111,70,68,89,84,0,0,0,398,311,709
Region VII,Danao City,Danao City West,303039,Ramon M. Durano Sr. MNHS,"Cahumayan, Danao City",CEBU,DANAO CITY,5th District,CAHUMAYAN,Public,DepED Managed,School with no Annexes,Purely JHS,48,62,52,40,45,51,50,44,0,0,0,202,190,392
Region VII,Tagbilaran City,Tagbilaran City,306277,City of Tagbilaran National High School,"Cabawan, Tagbilaran City",BOHOL,TAGBILARAN CITY (Capital),1st District,CABAWAN,Public,DepED Managed,School with no Annexes,Purely JHS,6,0,0,0,7,0,0,0,0,0,0,6,7,13
Region VII,Tagbilaran City,Tagbilaran City,322101,Tagbilaran High School for the Hearing Impaired,"CPG Avenue, Tagbilaran City",BOHOL,TAGBILARAN CITY (Capital),1st District,POBLACION II,Public,DepED Managed,Mother school,Purely JHS,4,6,1,5,3,5,5,3,0,0,0,16,16,32
Region VII,Tagbilaran City,Tagbilaran City,409126,Trinity Catholic School of Tagbilaran,REDONDO ST. MANGA DISTRICT,BOHOL,TAGBILARAN CITY (Capital),1st District,MANGA,Private,Sectarian ,School with no Annexes,Purely JHS,2,4,3,4,1,4,6,2,0,0,0,13,13,26
Region VII,Talisay City,Talisay City I,312402,Tangke National High School,"Salvador St., Tangke, Talisay City",CEBU,CITY OF TALISAY,1st District,TANGKE,Public,DepED Managed,School with no Annexes,Purely JHS,82,84,81,79,43,59,79,70,0,0,0,326,251,577
Region VII,Talisay City,Talisay City I,322205,Talisay City Science High School,"J.P. Rizal St., Poblacion, Talisay City, Cebu",CEBU,CITY OF TALISAY,1st District,POBLACION,Public,DepED Managed,Annex or Extension school(s),Purely JHS,21,22,24,23,54,57,40,50,0,0,0,90,201,291
Region VII,Talisay City,Talisay City I,404395,Divino Amore Academy,"Fidel Bas Street, Mohon, Talisay City, Cebu",CEBU,CITY OF TALISAY,1st District,MOHON,Private,Sectarian ,School with no Annexes,Purely JHS,108,91,72,63,113,85,77,84,0,0,0,334,359,693
Region VII,Talisay City,Talisay City II,322202,Candulawan National High School,"-Candulawan, Talisay City, Cebu",CEBU,CITY OF TALISAY,1st District,LINAO,Public,DepED Managed,School with no Annexes,Purely JHS,47,55,56,51,47,42,40,49,0,0,0,209,178,387
Region VII,Talisay City,Talisay City II,322203,Manipis National High School,"Camp 6, Manipis, Talisay City",CEBU,CITY OF TALISAY,1st District,MANIPIS,Public,DepED Managed,School with no Annexes,Purely JHS,16,16,14,17,12,16,11,16,0,0,0,63,55,118
Region VII,Talisay City,Talisay City II,322207,San Isidro Night High School,"Zone 6-177, San Isidro, Talisay",CEBU,CITY OF TALISAY,1st District,SAN ISIDRO,Public,DepED Managed,School with no Annexes,Purely JHS,49,58,59,44,53,46,52,33,0,0,0,210,184,394
Region VII,Talisay City,Talisay City III,322209,Lawaan III National High School,"Selma Crusher, Lawaan III, Talisay City",CEBU,CITY OF TALISAY,1st District,LAWAAN III,Public,DepED Managed,School with no Annexes,Purely JHS,89,80,91,80,63,60,77,88,0,0,0,340,288,628
Region VII,Tanjay City,Pamplona District,305756,Adela Pera Memorial High School,"Fatima, Pamplona, Negros Oriental",NEGROS ORIENTAL,PAMPLONA,2nd District,FATIMA,Public,DepED Managed,School with no Annexes,Purely JHS,24,16,10,15,17,8,6,10,0,0,0,65,41,106
Region VII,Tanjay City,Pamplona District,305757,Exequil P. Toroy High School,"Banawe, Pamplona, Negros Oriental",NEGROS ORIENTAL,PAMPLONA,2nd District,BANAWE,Public,DepED Managed,School with no Annexes,Purely JHS,13,6,7,2,12,6,3,7,0,0,0,28,28,56
Region VII,Tanjay City,Pamplona District,305758,Samoyao High School,"Yupisan, Pamplona, Negros Oriental",NEGROS ORIENTAL,PAMPLONA,2nd District,YUPISAN,Public,DepED Managed,School with no Annexes,Purely JHS,9,18,4,10,5,8,7,7,0,0,0,41,27,68
Region VII,Tanjay City,Pamplona District,305759,San Isidro High School,"San Isidro, Pamplona, Negros Oriental",NEGROS ORIENTAL,PAMPLONA,2nd District,SAN ISIDRO,Public,DepED Managed,School with no Annexes,Purely JHS,14,10,10,7,13,8,11,8,0,0,0,41,40,81
Region VII,Guihulngan City,Guihulngan North,305852,Maximina Lim Tabilon High School,Guihulngan City,NEGROS ORIENTAL,CITY OF GUIHULNGAN,1st District,CALUPA-AN,Public,DepED Managed,School with no Annexes,Purely JHS,7,5,7,5,6,13,10,13,0,0,0,24,42,66
Region VII,Guihulngan City,Guihulngan North,305915,Calamba National High School,"Calamba, Guihulngan City",NEGROS ORIENTAL,CITY OF GUIHULNGAN,1st District,CALAMBA,Public,DepED Managed,School with no Annexes,Purely JHS,34,37,41,0,22,27,32,0,0,0,0,112,81,193
Region VII,Guihulngan City,Guihulngan North,305916,Hinakpan National High School,"Hinakpan, Guihulngan City",NEGROS ORIENTAL,CITY OF GUIHULNGAN,1st District,HINAKPAN,Public,DepED Managed,School with no Annexes,Purely JHS,23,25,21,0,19,16,19,0,0,0,0,69,54,123
Region VII,Guihulngan City,Guihulngan North,306279,T-HILL National High School,"Brgy. T-Hill, Guihulngan City",NEGROS ORIENTAL,CITY OF GUIHULNGAN,1st District,TINAYUNAN HILL,Public,DepED Managed,School with no Annexes,Purely JHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VII,Guihulngan City,Guihulngan North,306280,Villegas National High School,"Brgy. Villegas, Guihulngan City",NEGROS ORIENTAL,CITY OF GUIHULNGAN,1st District,VILLEGAS,Public,DepED Managed,School with no Annexes,Purely JHS,9,0,0,0,17,0,0,0,0,0,0,9,17,26
Region VII,Guihulngan City,Guihulngan North,306282,Banwague National High School,"Brgy. Banwague, Gyuihulngan City",NEGROS ORIENTAL,CITY OF GUIHULNGAN,1st District,BANWAQUE,Public,DepED Managed,School with no Annexes,Purely JHS,15,0,0,0,9,0,0,0,0,0,0,15,9,24
Region VII,Guihulngan City,Guihulngan North,306283,Mabunga National High School,"Brgy. Mabunga, Guihulngan City",NEGROS ORIENTAL,CITY OF GUIHULNGAN,1st District,MABUNGA,Public,DepED Managed,School with no Annexes,Purely JHS,8,0,0,0,21,0,0,0,0,0,0,8,21,29
Region VII,Carcar City,Carcar I,324904,Juana Enriquez  Macalalag National High School,"Brgy. Tuyom, Carcar City, Cebu",CEBU,CITY OF CARCAR,1st District,TUYOM,Public,DepED Managed,School with no Annexes,Purely JHS,39,53,60,65,34,45,42,43,0,0,0,217,164,381
Region VII,Bogo City,Bogo I,305611,Marcelo B. Fernan National High School,"Polambato, Bogo City",CEBU,CITY OF BOGO,4th District,POLAMBATO,Public,DepED Managed,School with no Annexes,Purely JHS,44,33,42,47,34,30,32,37,0,0,0,166,133,299
Region VII,Bogo City,Bogo I,305612,Don Jose (Pepe) Lepiten National High School,"Siocon, Bogo City",CEBU,CITY OF BOGO,4th District,SIOCON,Public,DepED Managed,School with no Annexes,Purely JHS,11,16,15,17,10,17,12,10,0,0,0,59,49,108
Region VII,Bogo City,Bogo I,305613,Anonang Norte National High School,"Anonang Norte, Bogo City",CEBU,CITY OF BOGO,4th District,ANONANG NORTE,Public,DepED Managed,School with no Annexes,Purely JHS,14,18,24,10,5,10,13,14,0,0,0,66,42,108
Region VII,Bogo City,Bogo I,305614,Malingin National High School,"Malingin, Bogo City",CEBU,CITY OF BOGO,4th District,MALINGIN,Public,DepED Managed,School with no Annexes,Purely JHS,18,27,16,13,11,17,15,20,0,0,0,74,63,137
Region VII,"City of Naga, Cebu",Naga I,305955,Bairan National High School,Bairan City of Naga,CEBU,CITY OF NAGA,1st District,BAIRAN,Public,DepED Managed,School with no Annexes,Purely JHS,14,33,26,15,11,11,23,16,0,0,0,88,61,149
Region VII,"City of Naga, Cebu",Naga I,306061,Cabungahan National High School,Cabungahan,CEBU,CITY OF NAGA,1st District,CABUNGAHAN,Public,DepED Managed,School with no Annexes,Purely JHS,11,13,0,0,12,10,0,0,0,0,0,24,22,46
Region VII,"City of Naga, Cebu",Naga I,306062,Patag National High School,Proper,CEBU,CITY OF NAGA,1st District,PATAG,Public,DepED Managed,School with no Annexes,Purely JHS,11,10,0,0,10,12,0,0,0,0,0,21,22,43
Region VII,"City of Naga, Cebu",Naga I,306063,Tangke National High School,Proper,CEBU,CITY OF NAGA,1st District,TANGKE,Public,DepED Managed,School with no Annexes,Purely JHS,23,21,0,0,17,14,0,0,0,0,0,44,31,75
Region VII,"City of Naga, Cebu",Naga I,306064,South Poblacion National High School,"South Poblacion, City of Naga",CEBU,CITY OF NAGA,1st District,SOUTH POBLACION,Public,DepED Managed,School with no Annexes,Purely JHS,27,36,0,0,17,44,0,0,0,0,0,63,61,124
Region VII,"City of Naga, Cebu",Naga I,306065,Calavera National High School,"Pangdan, City of Naga",CEBU,CITY OF NAGA,1st District,PANGDAN,Public,DepED Managed,School with no Annexes,Purely JHS,4,15,0,0,3,7,0,0,0,0,0,19,10,29
Region VII,"City of Naga, Cebu",Naga III,325307,Lutac National High School,Lutac,CEBU,CITY OF NAGA,1st District,LUTAC,Public,DepED Managed,School with no Annexes,Purely JHS,38,46,46,47,32,42,48,31,0,0,0,177,153,330
Region VII,Canlaon City,Canlaon City,306241,Canlaon City Agro-Industrial National High School,"Brgy. Bucalan, Canlaon City, Negros Oriental",NEGROS ORIENTAL,CANLAON CITY,1st District,BUCALAN (EAST BUDSALAN),Public,DepED Managed,School with no Annexes,Purely JHS,20,12,12,9,20,21,13,15,0,0,0,53,69,122
Region VIII,Leyte,Abuyog East,305493,Buraburon National High School,Tagadtaran,LEYTE,BARAUEN,2nd District,TAGADTARAN,Public,DepED Managed,School with no Annexes,Purely JHS,21,23,24,18,22,36,20,24,0,0,0,86,102,188
Region VIII,Leyte,Abuyog East,305495,Canmarating National High School,Brgy. Canmarating,LEYTE,ABUYOG,5th District,CANMARATING,Public,DepED Managed,School with no Annexes,Purely JHS,28,42,21,35,16,29,28,22,0,0,0,126,95,221
Region VIII,Leyte,Alangalang I,306181,Ana G. Yu National High School,Barangay Ekiran,LEYTE,ALANGALANG,1st District,EKIRAN,Public,DepED Managed,School with no Annexes,Purely JHS,20,20,28,23,19,30,15,19,0,0,0,91,83,174
Region VIII,Leyte,Alangalang I,313331,Alangalang Night High School,Brgy. San Antonio Poblacion,LEYTE,ALANGALANG,1st District,SAN ANTONIO,Public,DepED Managed,School with no Annexes,Purely JHS,1,7,13,12,0,7,9,8,0,0,0,33,24,57
Region VIII,Leyte,Alangalang I,313342,Trinidad B. Caidic National High School,San Diego,LEYTE,ALANGALANG,1st District,SAN DIEGO,Public,DepED Managed,School with no Annexes,Purely JHS,39,19,28,30,19,29,23,16,0,0,0,116,87,203
Region VIII,Leyte,Albuera North,303427,Seguinon National High School,Seguinon,LEYTE,ALBUERA,4th District,SEGUINON,Public,DepED Managed,School with no Annexes,Purely JHS,125,135,114,117,101,136,150,114,0,0,0,491,501,992
Region VIII,Leyte,Barugo I,303363,Celestino De Guzman Memorial National High School,Minuhang,LEYTE,BARUGO,2nd District,MINUHANG,Public,DepED Managed,School with no Annexes,Purely JHS,29,48,54,55,38,44,55,53,0,0,0,186,190,376
Region VIII,Leyte,Burauen North,306183,Armasen National High School,Barangay Malabca,LEYTE,BARAUEN,2nd District,MALABCA,Public,DepED Managed,School with no Annexes,Purely JHS,40,12,0,0,29,11,0,0,0,0,0,52,40,92
Region VIII,Leyte,Capoocan,303418,Pinamopoan National High School,-,LEYTE,CAPOOCAN,2nd District,PINAMOPOAN,Public,DepED Managed,School with no Annexes,Purely JHS,41,42,52,56,44,45,45,55,0,0,0,191,189,380
Region VIII,Leyte,Carigara I,313311,Sogod National High School,"Lower Sogod, Carigara, Leyte",LEYTE,CARIGARA,2nd District,LOWER SOGOD,Public,DepED Managed,School with no Annexes,Purely JHS,17,22,21,42,14,18,17,28,0,0,0,102,77,179
Region VIII,Leyte,Dagami North,303417,Patoc National High School,"Brgy. Patoc, Dagami, Leyte",LEYTE,DAGAMI,2nd District,PATOC,Public,DepED Managed,School with no Annexes,Purely JHS,87,90,95,76,95,86,83,89,0,0,0,348,353,701
Region VIII,Leyte,Hilongos South,305646,Talisay National High School,Brgy. Talisay,LEYTE,HILONGOS,5th District,TALISAY,Public,DepED Managed,School with no Annexes,Purely JHS,37,34,37,61,27,27,25,46,0,0,0,169,125,294
Region VIII,Leyte,Hindang,303375,Hindang National High School,"Lopez Jaena Street, Poblacion 2, Hindang, Leyte",LEYTE,HINDANG,5th District,POBLACION 2,Public,DepED Managed,School with no Annexes,Purely JHS,81,93,88,98,69,113,88,100,0,0,0,360,370,730
Region VIII,Leyte,Isabel,305816,Bilwang National High School,Barangay Bilwang,LEYTE,ISABEL,4th District,BILWANG,Public,DepED Managed,School with no Annexes,Purely JHS,34,37,35,33,34,23,43,39,0,0,0,139,139,278
Region VIII,Leyte,Jaro I,313326,Granja-Kalinawan National High School - Hiagsam Annex,Not Applicable,LEYTE,JARO,2nd District,HIAGSAM,Public,DepED Managed,School with no Annexes,Purely JHS,33,32,22,24,12,18,19,29,0,0,0,111,78,189
Region VIII,Leyte,Kananga I,313318,Kananga National High School-Kawayan Annex,Sitio Estrada,LEYTE,KANANGA,4th District,KAWAYAN,Public,DepED Managed,Annex or Extension school(s),Purely JHS,33,38,29,37,43,35,32,38,0,0,0,137,148,285
Region VIII,Leyte,Kananga I,313319,Kananga NHS-Libertad Annex,-,LEYTE,KANANGA,4th District,LIBERTAD,Public,DepED Managed,Annex or Extension school(s),Purely JHS,33,19,25,20,21,18,19,25,0,0,0,97,83,180
Region VIII,Leyte,Macarthur,305905,Paulino M. Covacha National High School,Barangay Danao,LEYTE,MACARTHUR,2nd District,DANAO,Public,DepED Managed,School with no Annexes,Purely JHS,22,13,18,26,11,26,25,20,0,0,0,79,82,161
Region VIII,Leyte,Macarthur,305906,"Francisco Y. Baranda, Sr. National High School",Barangay Osmena,LEYTE,MACARTHUR,2nd District,OSMEÃ‘A,Public,DepED Managed,School with no Annexes,Purely JHS,21,16,9,10,9,12,16,18,0,0,0,56,55,111
Region VIII,Leyte,Mahaplag,305819,Hilusig National High School,Barangay Hilusig,LEYTE,MAHAPLAG,5th District,HILUSIG,Public,DepED Managed,School with no Annexes,Purely JHS,20,13,15,12,5,14,18,13,0,0,0,60,50,110
Region VIII,Leyte,Matag-Ob,303404,Matag-ob National High School,TORDILLO ST.,LEYTE,MATAG-OB,4th District,SAN GUILLERMO,Public,DepED Managed,School with no Annexes,Purely JHS,184,178,171,193,169,160,199,192,0,0,0,726,720,1446
